"","tow_station","stod_id","stod_nr","reitur","smareitur","kastad_breidd","kastad_lengd","hift_breidd","hift_lengd","catch"
"41",31601,52973,25,316,2,63.3875,-16.2485,63.3846666666667,-16.1128333333333,2144.74595516824
"42",31601,47218,13,316,2,63.3833333333333,-16.2346666666667,63.3845,-16.1055,1085.85383900123
"43",31601,49647,40,316,2,63.3833333333333,-16.25,63.3833333333333,-16.1166666666667,769.583808107328
"44",31601,331291,103,316,2,63.3835,-16.2535,63.3848333333333,-16.1,3959.94620958852
"45",31601,305285,70,316,2,63.384,-16.2496666666667,63.3848333333333,-16.101,4598.2651681784
"46",31601,296012,79,316,2,63.3865,-16.1313333333333,63.3835,-16.2823333333333,2440.91714341143
"47",31601,325117,104,316,2,63.3838333333333,-16.2356666666667,63.3855,-16.0831666666667,5527.06518836776
"48",31601,323550,152,316,2,63.3861666666667,-16.1133333333333,63.3833333333333,-16.2611666666667,3740.19800875359
"49",31601,274531,76,316,2,63.3865,-16.1368333333333,63.3838333333333,-16.2848333333333,2472.73574312363
"50",31601,263001,9,316,2,63.3846666666667,-16.125,63.3826666666667,-16.274,5032.26052982471
"51",31601,271303,8,316,2,63.3846666666667,-16.1261666666667,63.384,-16.2758333333333,3018.9837806192
"52",31601,266464,9,316,2,63.3856666666667,-16.1021666666667,63.3838333333333,-16.2506666666667,1859.00440221073
"53",31601,291077,118,316,2,63.3838333333333,-16.2495,63.3855,-16.1061666666667,1388.04478469745
"54",31601,282140,100,316,2,63.3831666666667,-16.276,63.3833333333333,-16.1256666666667,814.090908183112
"55",31601,249264,125,316,2,63.3836666666667,-16.2435,63.3846666666667,-16.094,2617.88099778074
"56",31601,236809,9,316,2,63.3883333333333,-16.11,63.3868333333333,-16.256,4028.44891088547
"57",31601,245679,9,316,2,63.3855,-16.1093333333333,63.383,-16.2586666666667,4086.54427891599
"58",31601,239744,9,316,2,63.3866666666667,-16.0996666666667,63.3836666666667,-16.249,4886.2025481525
"59",31601,218290,42,316,2,63.3871666666667,-16.1068333333333,63.3848333333333,-16.256,1256.95727022668
"60",31601,204575,126,316,2,63.3833333333333,-16.2255,63.3853333333333,-16.076,3425.60955033794
"61",31601,215156,10,316,2,63.3851666666667,-16.1288333333333,63.3826666666667,-16.279,2740.36999415822
"62",31601,139288,119,316,2,63.3848333333333,-16.2196666666667,63.3878333333333,-16.085,1071.03327530328
"63",31601,179157,9,316,2,63.3866666666667,-16.121,63.3853333333333,-16.2715,1392.5804517631
"64",31601,168324,131,316,2,63.3831666666667,-16.1196666666667,63.384,-16.2751666666667,261.630618437612
"65",31601,169991,120,316,2,63.387,-16.1066666666667,63.3831666666667,-16.2566666666667,2687.50249440517
"66",31601,118936,130,316,2,63.383,-16.1318333333333,63.3826666666667,-16.282,1137.07675868431
"67",31601,163259,9,316,2,63.3883333333333,-16.09,63.385,-16.245,3227.92483005631
"68",31601,130743,121,316,2,63.3833333333333,-16.2666666666667,63.42,-16.1166666666667,1278.26782441673
"69",31601,123956,114,316,1,63.3836666666667,-16.2478333333333,63.3875,-16.0953333333333,397.560323646646
"70",31601,97429,33,316,2,63.3838333333333,-16.2428333333333,63.3828333333333,-16.1058333333333,241.873166327684
"71",31601,106666,32,316,2,63.3861666666667,-16.2633333333333,63.3883333333333,-16.11,4334.05462391637
"72",31601,89250,15,316,2,63.3833333333333,-16.25,63.3833333333333,-16.1166666666667,581.49621394867
"73",31601,83114,25,316,2,63.3833333333333,-16.245,63.3853333333333,-16.1166666666667,1423.85201200559
"74",31601,56603,20,316,2,63.3845,-16.2523333333333,63.3861666666667,-16.0978333333333,2124.89079799654
"75",31611,56602,19,316,2,63.4188333333333,-16.167,63.4173333333333,-16.3215,565.370426111822
"76",31611,54573,25,316,2,63.4236666666667,-16.175,63.4166666666667,-16.315,845.195345775644
"77",31611,47217,12,316,2,63.4166666666667,-16.1811666666667,63.4151666666667,-16.3458333333333,354.03908405679
"78",31611,52972,24,316,2,63.416,-16.1706666666667,63.4163333333333,-16.3148333333333,873.426021411494
"79",31611,49648,41,316,2,63.4166666666667,-16.1666666666667,63.4166666666667,-16.3166666666667,210.085863841574
"80",31611,331292,104,316,2,63.4163333333333,-16.1461666666667,63.4165,-16.2965,553.638772790144
"81",31611,305284,69,316,2,63.4165,-16.1736666666667,63.4168333333333,-16.3225,159.366749462519
"82",31611,296013,80,316,2,63.4163333333333,-16.3188333333333,63.4161666666667,-16.1686666666667,229.64212005422
"83",31611,325118,105,316,2,63.4165,-16.1763333333333,63.4176666666667,-16.3325,664.519868185226
"84",31611,323549,151,316,2,63.4166666666667,-16.3266666666667,63.4173333333333,-16.1766666666667,155.999453220955
"85",31611,274532,77,316,2,63.4166666666667,-16.3181666666667,63.4163333333333,-16.169,616.704148226782
"86",31611,263002,10,316,2,63.4163333333333,-16.314,63.4156666666667,-16.1645,275.364443312686
"87",31611,271304,9,316,2,63.4166666666667,-16.3171666666667,63.4166666666667,-16.1678333333333,298.377127340845
"88",31611,266465,10,316,2,63.4171666666667,-16.3113333333333,63.4156666666667,-16.1628333333333,202.434041221829
"89",31611,291078,119,316,2,63.4156666666667,-16.1658333333333,63.4178333333333,-16.3156666666667,600.901479102986
"90",31611,282141,101,316,2,63.416,-16.1523333333333,63.4168333333333,-16.3011666666667,277.363739926191
"91",31611,238435,150,316,2,63.4156666666667,-16.3213333333333,63.4166666666667,-16.201,440.962719607492
"92",31611,249265,126,316,2,63.4155,-16.1698333333333,63.4181666666667,-16.3185,866.63958883725
"93",31611,236810,10,316,2,63.4183333333333,-16.3258333333333,63.4168333333333,-16.176,914.130776022637
"94",31611,245680,10,316,2,63.4171666666667,-16.3186666666667,63.4158333333333,-16.1691666666667,251.690847042121
"95",31611,239745,10,316,2,63.4156666666667,-16.3278333333333,63.4171666666667,-16.172,1974.8079666615
"96",31611,218289,41,316,2,63.4181666666667,-16.3223333333333,63.4163333333333,-16.174,570.904267551394
"97",31611,204574,125,316,2,63.4181666666667,-16.1666666666667,63.4176666666667,-16.316,234.329948950007
"98",31611,215157,11,316,2,63.4155,-16.319,63.4171666666667,-16.1701666666667,421.378742188267
"99",31611,139289,120,316,2,63.415,-16.1483333333333,63.4083333333333,-16.31,1984.92912089318
"100",31611,179158,10,316,2,63.4166666666667,-16.3168333333333,63.4175,-16.1713333333333,503.347353496215
"101",31611,168323,130,316,2,63.4175,-16.3296666666667,63.417,-16.1648333333333,321.309533775108
"102",31611,169992,121,316,2,63.4128333333333,-16.2893333333333,63.42,-16.1416666666667,199.473123240344
"103",31611,118935,129,316,2,63.4176666666667,-16.3053333333333,63.4166666666667,-16.1371666666667,937.380623249624
"104",31611,163260,10,316,2,63.4166666666667,-16.3233333333333,63.4166666666667,-16.175,1084.59989426728
"105",31611,130742,120,316,2,63.4166666666667,-16.1766666666667,63.4166666666667,-16.3366666666667,1687.19151343028
"106",31611,123957,115,316,2,63.4166666666667,-16.3178333333333,63.4153333333333,-16.1675,1302.80172813069
"107",31611,97428,32,316,2,63.4168333333333,-16.1663333333333,63.4163333333333,-16.3158333333333,369.843626206908
"108",31611,106665,31,316,2,63.4116666666667,-16.1666666666667,63.4116666666667,-16.324,446.667916996915
"109",31611,89249,14,316,2,63.4166666666667,-16.1666666666667,63.4166666666667,-16.3333333333333,539.589721581851
"110",31611,83113,24,316,2,63.4106666666667,-16.1771666666667,63.4131666666667,-16.3161666666667,843.620448336443
"111",31611,85334,31,316,2,63.4135,-16.18,63.4166666666667,-16.3166666666667,1111.53625845658
"112",31611,93911,31,316,2,63.4166666666667,-16.1666666666667,63.4166666666667,-16.3166666666667,464.862109643291
"113",31701,169995,124,317,2,63.2651666666667,-17.3795,63.2481666666667,-17.5241666666667,158.672711140938
"114",31701,168326,133,317,2,63.265,-17.3971666666667,63.2425,-17.5461666666667,760.283915002334
"115",31701,163266,16,317,2,63.2616666666667,-17.3833333333333,63.245,-17.5383333333333,607.527465546546
"116",31701,130734,112,317,2,63.245,-17.55,63.265,-17.4,1347.97911586046
"117",31701,123954,112,317,2,63.2516666666667,-17.504,63.267,-17.3596666666667,1122.76303253138
"118",31701,97516,1,317,2,63.245,-17.5333333333333,63.2658333333333,-17.3908333333333,2150.10730280486
"119",31701,106871,117,317,2,63.266,-17.3918333333333,63.2446666666667,-17.5345,899.006140480813
"120",31701,93908,28,317,2,63.245,-17.5333333333333,63.265,-17.3916666666667,511.172230799468
"121",31701,85331,28,317,2,63.2525,-17.525,63.2673333333333,-17.3925,807.376188706467
"122",31701,83540,111,317,2,63.268,-17.3871666666667,63.2493333333333,-17.5218333333333,686.647693146501
"123",31701,89718,118,317,2,63.2668333333333,-17.3975,63.2543333333333,-17.4633333333333,757.760972008051
"124",31701,54753,102,317,2,63.2673333333333,-17.3916666666667,63.245,-17.5308333333333,1015.09823371812
"125",31701,56907,106,317,2,63.2446666666667,-17.5261666666667,63.2655,-17.3873333333333,1029.32856740929
"126",31701,47665,110,317,2,63.2346666666667,-17.5251666666667,63.2661666666667,-17.3916666666667,708.470008589476
"127",31701,49645,38,317,2,63.245,-17.5333333333333,63.265,-17.3916666666667,548.879579720902
"128",31701,53168,112,317,2,63.2453333333333,-17.5238333333333,63.265,-17.3893333333333,1596.64884678258
"129",31701,331289,101,317,3,63.2465,-17.529,63.2656666666667,-17.3883333333333,2158.74024993298
"130",31701,305278,63,317,2,63.2466666666667,-17.519,63.265,-17.3763333333333,496.69135999786
"131",31701,296019,86,317,2,63.2633333333333,-17.3906666666667,63.2448333333333,-17.5338333333333,289.265417034436
"132",31701,325115,102,317,2,63.2453333333333,-17.5395,63.2643333333333,-17.395,1439.41516148212
"133",31701,323552,154,317,2,63.2638333333333,-17.4006666666667,63.2443333333333,-17.545,433.464265203126
"134",31701,274538,83,317,2,63.2645,-17.3825,63.2453333333333,-17.5263333333333,505.051253568827
"135",31701,263008,16,317,2,63.2628333333333,-17.3951666666667,63.244,-17.5376666666667,478.324113721853
"136",31701,271310,15,317,2,63.2628333333333,-17.392,63.2443333333333,-17.5353333333333,273.47846115529
"137",31701,266471,16,317,2,63.2631666666667,-17.392,63.2451666666667,-17.5348333333333,851.047903592675
"138",31701,291075,116,317,2,63.2456666666667,-17.5306666666667,63.264,-17.3865,359.117933940001
"139",31701,282138,98,317,2,63.2458333333333,-17.5283333333333,63.2641666666667,-17.3668333333333,386.262655553882
"140",31701,249259,120,317,2,63.2443333333333,-17.531,63.2623333333333,-17.389,1191.46530107957
"141",31701,236816,16,317,2,63.2635,-17.3828333333333,63.2468333333333,-17.5265,620.445551651856
"142",31701,245686,16,317,2,63.2628333333333,-17.3926666666667,63.245,-17.5355,579.409673682799
"143",31701,239751,16,317,2,63.263,-17.39,63.246,-17.5308333333333,1991.08311726743
"144",31701,218295,47,317,2,63.2653333333333,-17.3775,63.2458333333333,-17.5216666666667,924.604887104984
"145",31701,215163,17,317,2,63.2625,-17.4015,63.2441666666667,-17.5493333333333,856.57638534587
"146",31701,204568,119,317,2,63.246,-17.5193333333333,63.2666666666667,-17.3778333333333,272.834928939396
"147",31701,139286,117,317,2,63.245,-17.5268333333333,63.2641666666667,-17.3833333333333,2613.22688160007
"148",31701,179164,16,317,2,63.2625,-17.392,63.2438333333333,-17.5353333333333,5061.13372436966
"149",31701,118938,132,317,2,63.2646666666667,-17.3976666666667,63.2466666666667,-17.5416666666667,1825.30225262587
"150",31711,169973,102,317,1,63.4623333333333,-17.8793333333333,63.415,-17.78,195.581064064257
"151",31711,163378,128,317,1,63.4583333333333,-17.8978333333333,63.4191666666667,-17.7756666666667,356.621974386518
"152",31711,118917,111,317,1,63.4706666666667,-17.8891666666667,63.4206666666667,-17.7833333333333,220.498779604679
"153",31711,130733,111,317,1,63.4666666666667,-17.8833333333333,63.4166666666667,-17.7866666666667,198.555196526735
"154",31711,123953,111,317,1,63.4606666666667,-17.8945,63.4191666666667,-17.7838333333333,243.894344706195
"155",31711,97522,7,317,1,63.4165,-17.7816666666667,63.466,-17.885,190.185293275766
"156",31711,106866,112,317,1,63.4668333333333,-17.8915,63.411,-17.7633333333333,338.238121963568
"157",31711,93907,27,317,1,63.4666666666667,-17.8833333333333,63.4166666666667,-17.7833333333333,440.71531777186
"158",31711,85330,27,317,1,63.468,-17.8771666666667,63.4166666666667,-17.7833333333333,196.859257475484
"159",31711,83534,105,317,1,63.42,-17.7806666666667,63.4658333333333,-17.8915,292.566108939351
"160",31711,89716,116,317,1,63.458,-17.877,63.4116666666667,-17.775,226.180784844272
"161",31711,54749,97,317,1,63.469,-17.8705,63.4143333333333,-17.7818333333333,246.014125462924
"162",31711,56912,111,317,1,63.4636666666667,-17.8816666666667,63.414,-17.7766666666667,1216.71210273284
"163",31711,47664,109,317,1,63.4715,-17.8898333333333,63.421,-17.7883333333333,144.892876222373
"164",31711,49638,30,317,1,63.4666666666667,-17.8833333333333,63.4166666666667,-17.7833333333333,362.937911272788
"165",31711,53163,107,317,1,63.4131666666667,-17.7811666666667,63.4588333333333,-17.8843333333333,293.360818091822
"166",31711,331288,100,317,1,63.4666666666667,-17.8811666666667,63.4166666666667,-17.7811666666667,1606.6191065942
"167",31711,296051,118,317,1,63.464,-17.8856666666667,63.4171666666667,-17.7778333333333,243.362000992343
"168",31711,305225,10,317,1,63.423,-17.7858333333333,63.4683333333333,-17.897,413.244150605645
"169",31711,325108,95,317,1,63.466,-17.8863333333333,63.4146666666667,-17.7793333333333,1218.08393570077
"170",31711,323493,95,317,1,63.4666666666667,-17.8948333333333,63.4191666666667,-17.791,499.468044685954
"171",31711,274569,115,317,1,63.4611666666667,-17.8865,63.416,-17.7745,199.947148591772
"172",31711,271439,145,317,1,63.4633333333333,-17.8825,63.416,-17.7771666666667,756.962861711917
"173",31711,263136,144,317,1,63.4666666666667,-17.8908333333333,63.4211666666667,-17.7823333333333,502.027420806073
"174",31711,266563,108,317,1,63.4636666666667,-17.8946666666667,63.4208333333333,-17.7798333333333,511.48984052639
"175",31711,291043,84,317,1,63.4663333333333,-17.8828333333333,63.4178333333333,-17.7775,169.80093878643
"176",31711,282106,66,317,1,63.4183333333333,-17.7888333333333,63.4671666666667,-17.8956666666667,242.53388397066
"177",31711,238307,22,317,1,63.4236666666667,-17.7696666666667,63.4591666666667,-17.8981666666667,1123.82981751093
"178",31711,249150,10,317,1,63.4195,-17.7653333333333,63.4628333333333,-17.8806666666667,308.998825911176
"179",31711,245781,111,317,1,63.4615,-17.8878333333333,63.4176666666667,-17.7745,372.581818151409
"180",31711,236926,126,317,1,63.4573333333333,-17.9136666666667,63.4233333333333,-17.7835,1641.53640512466
"181",31711,239862,127,317,1,63.456,-17.8941666666667,63.42,-17.7701666666667,1274.57787286998
"182",31711,218380,132,317,1,63.4596666666667,-17.923,63.4448333333333,-17.7741666666667,664.641206633127
"183",31711,215269,123,317,1,63.4585,-17.9106666666667,63.423,-17.7831666666667,678.586883613087
"184",31711,204462,13,317,1,63.4178333333333,-17.7666666666667,63.465,-17.8695,674.714406784699
"185",31711,179275,127,317,1,63.4578333333333,-17.8981666666667,63.4206666666667,-17.7735,1009.9306875827
"186",31711,139280,111,317,1,63.46,-17.7083333333333,63.417,-17.7906666666667,223.677468115863
"187",31711,168304,111,317,1,63.4668333333333,-17.8846666666667,63.4131666666667,-17.7781666666667,225.841820255848
"188",31712,169994,123,317,2,63.2811666666667,-17.2043333333333,63.2593333333333,-17.3448333333333,1373.89394021908
"189",31712,168325,132,317,2,63.2821666666667,-17.2148333333333,63.2493333333333,-17.358,1011.97767779911
"190",31712,163265,15,317,2,63.2833333333333,-17.2116666666667,63.2533333333333,-17.3533333333333,1044.71812587332
"191",31712,130735,113,317,2,63.2566666666667,-17.3633333333333,63.28,-17.2216666666667,452.333417575805
"192",31712,123955,113,317,2,63.2593333333333,-17.3185,63.283,-17.1783333333333,536.600622764364
"193",31712,97517,2,317,2,63.25,-17.3516666666667,63.2825,-17.2183333333333,1414.80553171107
"194",31712,106870,116,317,2,63.283,-17.216,63.2511666666667,-17.349,704.168385255215
"195",31712,93909,29,317,2,63.25,-17.35,63.28,-17.2133333333333,482.101655903253
"196",31712,85332,29,317,2,63.2583333333333,-17.3433333333333,63.2858333333333,-17.22,631.646453106151
"197",31712,83539,110,317,2,63.2835,-17.2171666666667,63.2535,-17.348,492.045500758838
"198",31712,89717,117,317,2,63.2835,-17.2076666666667,63.2596666666667,-17.3485,460.584319018193
"199",31712,54752,101,317,2,63.2835,-17.2165,63.2515,-17.3511666666667,572.828664146883
"200",31712,56908,107,317,2,63.2528333333333,-17.3491666666667,63.2823333333333,-17.2063333333333,661.501856613586
"201",31712,47666,111,317,2,63.2503333333333,-17.3456666666667,63.2783333333333,-17.2106666666667,475.17422688774
"202",31712,49646,39,317,2,63.25,-17.35,63.2833333333333,-17.2166666666667,1281.05030525677
"203",31712,53169,113,317,2,63.2501666666667,-17.3503333333333,63.2821666666667,-17.2048333333333,2613.0976141378
"204",31712,331290,102,317,2,63.253,-17.3455,63.2828333333333,-17.2113333333333,3974.83133892455
"205",31712,305279,64,317,2,63.2545,-17.3525,63.2826666666667,-17.2183333333333,761.403045524626
"206",31712,296018,85,317,2,63.2783333333333,-17.225,63.2528333333333,-17.3611666666667,727.216334305422
"207",31712,325116,103,317,2,63.2543333333333,-17.3555,63.2818333333333,-17.215,2329.2406726468
"208",31712,323551,153,317,2,63.2808333333333,-17.2271666666667,63.25,-17.3583333333333,797.351112502221
"209",31712,274537,82,317,2,63.2868333333333,-17.2175,63.2545,-17.3498333333333,766.904219336606
"210",31712,263007,15,317,2,63.2783333333333,-17.2361666666667,63.2505,-17.371,1058.2084944668
"211",31712,271309,14,317,2,63.2833333333333,-17.2186666666667,63.2525,-17.3531666666667,507.269980751894
"212",31712,266470,15,317,2,63.2845,-17.2163333333333,63.256,-17.3506666666667,1306.11182074886
"213",31712,291076,117,317,2,63.2546666666667,-17.3485,63.2841666666667,-17.2153333333333,2094.72655836814
"214",31712,282139,99,317,2,63.2573333333333,-17.3361666666667,63.2868333333333,-17.2016666666667,732.667621940593
"215",31712,249260,121,317,2,63.2553333333333,-17.3476666666667,63.2781666666667,-17.2436666666667,1566.41043521398
"216",31712,236815,15,317,2,63.2895,-17.212,63.2583333333333,-17.3438333333333,4384.83463522639
"217",31712,245685,15,317,2,63.2866666666667,-17.2113333333333,63.2563333333333,-17.3435,1136.1420465574
"218",31712,239750,15,317,2,63.2846666666667,-17.2143333333333,63.2535,-17.3456666666667,1016.46080078868
"219",31712,218294,46,317,2,63.289,-17.1996666666667,63.258,-17.3311666666667,516.098257162168
"220",31712,215162,16,317,2,63.2798333333333,-17.2418333333333,63.2548333333333,-17.3781666666667,720.740563945446
"221",31712,204569,120,317,2,63.2551666666667,-17.3465,63.2841666666667,-17.2116666666667,230.907943175771
"222",31712,139287,118,317,2,63.2578333333333,-17.3666666666667,63.282,-17.2225,3582.41547150444
"223",31712,179163,15,317,2,63.281,-17.2263333333333,63.2548333333333,-17.363,2595.20785058039
"224",31712,118937,131,317,2,63.2826666666667,-17.2208333333333,63.2513333333333,-17.3511666666667,901.60684055624
"225",31802,91005,113,318,2,63.4,-18.4928333333333,63.4178333333333,-18.34,424.5504922001
"226",31802,83533,104,318,2,63.4003333333333,-18.484,63.4176666666667,-18.34,1266.0275355088
"227",31802,89715,115,318,2,63.4008333333333,-18.4475,63.4128333333333,-18.3373333333333,243.435955870018
"228",31802,54748,96,318,2,63.3958333333333,-18.4763333333333,63.4083333333333,-18.3341666666667,138.859866465579
"229",31802,56906,105,318,2,63.3991666666667,-18.4861666666667,63.4083333333333,-18.4123333333333,1758.86634096279
"230",31802,47663,108,318,2,63.3985,-18.4705,63.4166666666667,-18.3341666666667,2293.94377904361
"231",31802,49639,31,318,2,63.4166666666667,-18.3333333333333,63.4,-18.4833333333333,1156.74827106425
"232",31802,53162,106,318,2,63.3983333333333,-18.4601666666667,63.4155,-18.3133333333333,593.889460697071
"233",31802,331282,94,318,2,63.4016666666667,-18.4733333333333,63.409,-18.3258333333333,2079.43579159502
"234",31802,296050,117,318,2,63.3978333333333,-18.486,63.4145,-18.3408333333333,2658.34188937583
"235",31802,305226,11,318,2,63.4166666666667,-18.324,63.4,-18.4696666666667,8939.82512948739
"236",31802,325107,94,318,2,63.3996666666667,-18.4776666666667,63.4163333333333,-18.3315,5574.34450646554
"237",31802,323492,94,318,2,63.3995,-18.4721666666667,63.4163333333333,-18.3263333333333,12203.2360310435
"238",31802,274568,114,318,2,63.3966666666667,-18.4813333333333,63.4153333333333,-18.3376666666667,516.555510959275
"239",31802,271438,144,318,2,63.4,-18.4743333333333,63.4151666666667,-18.3285,991.261951917534
"240",31802,263135,143,318,2,63.3988333333333,-18.472,63.4151666666667,-18.3276666666667,2216.90189229073
"241",31802,266562,107,318,2,63.4005,-18.4705,63.4158333333333,-18.325,11278.5980218443
"242",31802,291044,85,318,2,63.416,-18.3265,63.3991666666667,-18.4708333333333,1188.93174307229
"243",31802,282107,67,318,2,63.4153333333333,-18.3343333333333,63.3993333333333,-18.4793333333333,301.973968489566
"244",31802,238308,23,318,2,63.411,-18.3833333333333,63.395,-18.5283333333333,1257.04770701561
"245",31802,249151,11,318,2,63.4163333333333,-18.3305,63.3991666666667,-18.474,673.89042074153
"246",31802,245780,110,318,2,63.3961666666667,-18.4953333333333,63.4125,-18.3511666666667,1402.26405470471
"247",31802,236925,125,318,2,63.3913333333333,-18.5186666666667,63.4035,-18.4441666666667,1306.68697407965
"248",31802,239861,126,318,2,63.3986666666667,-18.4806666666667,63.4146666666667,-18.3346666666667,1426.50780710091
"249",31802,218379,131,318,2,63.3933333333333,-18.5115,63.4088333333333,-18.4011666666667,958.858443882307
"250",31802,215268,122,318,2,63.3905,-18.5133333333333,63.4041666666667,-18.443,4644.74012252033
"251",31802,204463,14,318,2,63.4163333333333,-18.3321666666667,63.4008333333333,-18.4766666666667,476.122400206324
"252",31802,179274,126,318,2,63.3923333333333,-18.5171666666667,63.4033333333333,-18.4558333333333,774.119309247844
"253",31802,139279,110,318,2,63.4066666666667,-18.4816666666667,63.4208333333333,-18.3381666666667,897.081366327996
"254",31802,168303,110,318,2,63.3988333333333,-18.4881666666667,63.417,-18.3328333333333,1320.10645972786
"255",31802,169972,101,318,2,63.396,-18.4965,63.4145,-18.3533333333333,374.720430954905
"256",31802,163377,127,318,2,63.3928333333333,-18.505,63.3998333333333,-18.4711666666667,12027.8061760925
"257",31802,118916,110,318,1,63.4006666666667,-18.4973333333333,63.4066666666667,-18.4201666666667,14386.180565262
"258",31802,130730,108,318,2,63.4033333333333,-18.4566666666667,63.4133333333333,-18.3766666666667,200.158605995417
"259",31802,123952,110,318,2,63.3955,-18.5075,63.4151666666667,-18.3701666666667,171.977438551212
"260",31802,97523,8,318,2,63.4193333333333,-18.32,63.4035,-18.4651666666667,297.466485566689
"261",31802,106865,111,318,2,63.4,-18.4821666666667,63.4188333333333,-18.3405,528.557533173358
"262",31802,85767,117,318,2,63.4195,-18.3571666666667,63.4016666666667,-18.4945,9524.29033119505
"263",31811,83531,102,318,1,63.345,-18.9728333333333,63.3468333333333,-18.8241666666667,34.0467879333165
"264",31811,91003,111,318,1,63.3416666666667,-18.9878333333333,63.3495,-18.854,36.4642877145659
"265",31811,54747,94,318,1,63.3183333333333,-19.0015,63.334,-18.85,708.186410956616
"266",31811,56905,103,318,1,63.3188333333333,-18.9715,63.3301666666667,-18.8991666666667,238.135678559429
"267",31811,47661,106,318,1,63.3171666666667,-18.977,63.336,-18.8341666666667,289.245717751989
"268",31811,49640,33,318,1,63.3333333333333,-18.8666666666667,63.3166666666667,-18.9666666666667,512.325859326934
